Days,Effective Precipitation (mm/day),Evapotranspiration (mm/day),Actual Evapotranspiration (mm/day),Storage (mm),Runoff (mm/day),Runoff in Area (m^3/day)
5681,0.000,0.000,0.000,208.753,0.209,313442.247
5682,0.000,0.000,0.000,208.544,0.209,313128.805
5683,0.000,0.000,0.000,208.335,0.209,312815.676
5684,0.000,0.000,0.000,208.127,0.208,312502.861
5685,0.000,0.000,0.000,207.919,0.208,312190.358
5686,0.000,0.000,0.000,207.711,0.208,311878.168
5687,0.000,0.000,0.000,207.503,0.208,311566.289
5688,0.000,0.000,0.000,207.296,0.208,311254.723
5689,0.000,0.000,0.000,207.088,0.207,310943.468
5690,0.000,0.000,0.000,206.881,0.207,310632.525
5691,0.000,0.000,0.000,206.674,0.207,310321.892
5692,0.000,0.000,0.000,206.468,0.207,310011.570
5693,0.000,0.000,0.000,206.261,0.206,309701.559
5694,0.000,0.000,0.000,206.055,0.206,309391.857
5695,0.000,0.000,0.000,205.849,0.206,309082.465
5696,0.000,0.000,0.000,205.643,0.206,308773.383
5697,0.000,0.000,0.000,205.437,0.206,308464.610
5698,0.000,0.000,0.000,205.232,0.205,308156.145
5699,0.000,0.000,0.000,205.027,0.205,307847.989
5700,0.000,0.000,0.000,204.822,0.205,307540.141
5701,0.000,0.000,0.000,204.617,0.205,307232.601
5702,0.000,0.000,0.000,204.412,0.205,306925.368
5703,0.000,0.000,0.000,204.208,0.204,306618.443
5704,0.000,0.000,0.000,204.004,0.204,306311.824
5705,0.000,0.000,0.000,203.800,0.204,306005.513
5706,0.000,0.000,0.000,203.596,0.204,305699.507
5707,0.000,0.000,0.000,203.392,0.204,305393.807
5708,0.000,0.000,0.000,203.189,0.203,305088.414
5709,0.000,0.000,0.000,202.986,0.203,304783.325
5710,0.000,0.000,0.000,202.783,0.203,304478.542
5711,0.000,0.000,0.000,202.580,0.203,304174.063
5712,0.000,0.000,0.000,202.377,0.203,303869.889
5713,0.000,0.000,0.000,202.175,0.202,303566.019
5714,0.000,0.000,0.000,201.973,0.202,303262.453
5715,0.000,0.000,0.000,201.771,0.202,302959.191
5716,0.000,0.000,0.000,201.569,0.202,302656.232
5717,0.000,0.000,0.000,201.367,0.202,302353.576
5718,0.000,0.000,0.000,201.166,0.201,302051.222
5719,0.000,0.000,0.000,200.965,0.201,301749.171
5720,0.000,0.000,0.000,200.764,0.201,301447.422
5721,0.000,0.000,0.000,200.563,0.201,301145.974
5722,0.000,0.000,0.000,200.363,0.201,300844.828
5723,0.000,0.000,0.000,200.162,0.200,300543.983
5724,0.000,0.000,0.000,199.962,0.200,300243.439
5725,0.000,0.000,0.000,199.762,0.200,299943.196
5726,0.000,0.000,0.000,199.562,0.200,299643.253
5727,0.000,0.000,0.000,199.363,0.200,299343.609
5728,0.000,0.000,0.000,199.163,0.199,299044.266
5729,0.000,0.000,0.000,198.964,0.199,298745.222
5730,0.000,0.000,0.000,198.765,0.199,298446.476
5731,0.000,0.000,0.000,198.567,0.199,298148.030
5732,0.000,0.000,0.000,198.368,0.199,297849.882
5733,0.000,0.000,0.000,198.170,0.198,297552.032
5734,0.000,0.000,0.000,197.971,0.198,297254.480
5735,0.000,0.000,0.000,197.774,0.198,296957.225
5736,0.000,0.000,0.000,197.576,0.198,296660.268
5737,0.000,0.000,0.000,197.378,0.198,296363.608
5738,0.000,0.000,0.000,197.181,0.197,296067.244
5739,0.000,0.000,0.000,196.984,0.197,295771.177
5740,0.000,0.000,0.000,196.787,0.197,295475.406
5741,0.000,0.000,0.000,196.590,0.197,295179.931
5742,0.000,0.000,0.000,196.393,0.197,294884.751
5743,0.000,0.000,0.000,196.197,0.196,294589.866
5744,0.000,0.000,0.000,196.001,0.196,294295.276
5745,0.000,0.000,0.000,195.805,0.196,294000.981
5746,0.000,0.000,0.000,195.609,0.196,293706.980
5747,0.000,0.000,0.000,195.413,0.196,293413.273
5748,0.000,0.000,0.000,195.218,0.195,293119.860
5749,0.000,0.000,0.000,195.023,0.195,292826.740
5750,0.000,0.000,0.000,194.828,0.195,292533.913
5751,0.000,0.000,0.000,194.633,0.195,292241.379
5752,0.000,0.000,0.000,194.438,0.195,291949.138
5753,0.000,0.000,0.000,194.244,0.194,291657.188
5754,0.000,0.000,0.000,194.049,0.194,291365.531
5755,0.000,0.000,0.000,193.855,0.194,291074.166
5756,0.000,0.000,0.000,193.662,0.194,290783.092
5757,0.000,0.000,0.000,193.468,0.194,290492.308
5758,0.000,0.000,0.000,193.274,0.193,290201.816
5759,0.000,0.000,0.000,193.081,0.193,289911.614
5760,0.000,0.000,0.000,192.888,0.193,289621.703
5761,0.000,0.000,0.000,192.695,0.193,289332.081
5762,0.000,0.000,0.000,192.502,0.193,289042.749
5763,0.000,0.000,0.000,192.310,0.193,288753.706
5764,0.000,0.000,0.000,192.118,0.192,288464.953
5765,0.000,0.000,0.000,191.926,0.192,288176.488
5766,0.000,0.000,0.000,191.734,0.192,287888.311
5767,0.000,0.000,0.000,191.542,0.192,287600.423
5768,0.000,0.000,0.000,191.350,0.192,287312.822
5769,0.000,0.000,0.000,191.159,0.191,287025.510
5770,0.000,0.000,0.000,190.968,0.191,286738.484
5771,0.000,0.000,0.000,190.777,0.191,286451.746
5772,0.000,0.000,0.000,190.586,0.191,286165.294
5773,0.000,0.000,0.000,190.395,0.191,285879.128
5774,0.000,0.000,0.000,190.205,0.190,285593.249
5775,0.000,0.000,0.000,190.015,0.190,285307.656
5776,0.000,0.000,0.000,189.825,0.190,285022.348
5777,0.000,0.000,0.000,189.635,0.190,284737.326
5778,0.000,0.000,0.000,189.445,0.190,284452.589
5779,0.000,0.000,0.000,189.256,0.189,284168.136
5780,0.000,0.000,0.000,189.067,0.189,283883.968
5781,0.000,0.000,0.000,188.878,0.189,283600.084
5782,0.000,0.000,0.000,188.689,0.189,283316.484
5783,0.000,0.000,0.000,188.500,0.189,283033.168
5784,0.000,0.000,0.000,188.312,0.189,282750.134
5785,0.000,0.000,0.000,188.123,0.188,282467.384
5786,0.000,0.000,0.000,187.935,0.188,282184.917
5787,0.000,0.000,0.000,187.747,0.188,281902.732
5788,0.000,0.000,0.000,187.559,0.188,281620.829
5789,0.000,0.000,0.000,187.372,0.188,281339.208
5790,0.000,0.000,0.000,187.185,0.187,281057.869
5791,0.000,0.000,0.000,186.997,0.187,280776.811
5792,0.000,0.000,0.000,186.810,0.187,280496.034
5793,8.188,0.885,0.385,190.750,0.187,280215.538
5794,0.000,0.000,0.000,189.656,1.094,1641647.183
5795,0.000,0.000,0.000,188.860,0.796,1193965.638
5796,0.000,0.000,0.000,188.296,0.563,844860.553
5797,0.000,0.000,0.000,187.915,0.382,572645.019
5798,0.000,0.000,0.000,187.727,0.240,360403.248
5799,0.000,0.000,0.000,187.539,0.188,281590.291
5800,0.000,0.000,0.000,187.352,0.188,281308.700
5801,0.000,0.000,0.000,187.164,0.187,281027.392
5802,0.000,0.000,0.000,186.977,0.187,280746.364
5803,0.000,0.000,0.000,186.790,0.187,280465.618
5804,0.000,5.160,2.364,191.534,0.187,280185.152
5805,0.000,1.599,0.765,192.907,1.271,1906956.343
5806,0.000,0.000,0.000,192.591,1.516,2273446.927
5807,0.000,0.000,0.000,191.203,1.389,2082965.938
5808,0.221,0.000,0.000,191.184,1.026,1538360.585
5809,0.000,0.000,0.000,190.668,0.964,1446074.208
5810,2.438,0.000,0.000,192.118,0.793,1189478.978
5811,0.000,5.616,2.859,197.454,1.055,1581933.364
5812,0.000,8.607,4.544,204.672,2.171,3256896.988
5813,0.000,10.475,5.785,212.601,3.702,5552734.679
5814,0.000,9.376,5.426,218.293,5.389,8083574.381
5815,6.680,8.393,5.044,225.254,6.584,9876007.493
5816,7.351,4.286,2.698,222.514,8.058,12087516.187
5817,6.029,3.019,1.924,218.053,7.399,11097913.834
5818,7.198,2.714,1.738,215.217,6.360,9540295.052
5819,3.720,1.677,1.082,211.374,5.679,8518958.335
5820,0.880,1.392,0.901,207.033,4.777,7165300.964
5821,2.738,0.000,0.000,204.621,3.765,5647546.343
5822,0.125,0.394,0.256,201.505,3.178,4766376.580
5823,0.000,1.860,1.208,199.070,2.435,3653201.713
5824,1.971,2.219,1.434,198.201,1.843,2764515.820
5825,0.000,1.786,1.152,196.605,1.595,2392837.038
5826,4.009,4.493,2.885,197.386,1.188,1781601.252
5827,2.934,2.371,1.517,197.518,1.303,1954384.564
5828,0.000,1.576,1.008,196.242,1.276,1913422.269
5829,0.000,1.915,1.220,195.304,0.939,1407911.913
5830,2.267,1.556,0.987,195.727,0.676,1013698.393
5831,2.990,2.367,1.502,196.465,0.713,1068930.329
5832,2.299,2.531,1.606,196.762,0.819,1228144.247
5833,0.308,1.942,1.230,196.083,0.828,1241891.084
5834,4.598,2.948,1.860,197.678,0.623,933814.560
5835,6.028,3.104,1.962,199.673,0.917,1375926.087
5836,0.000,3.518,2.234,198.373,1.300,1950485.080
5837,0.000,6.938,4.366,197.414,0.958,1437495.002
5838,0.522,10.795,6.670,196.970,0.692,1037446.625
5839,0.000,7.297,4.387,196.432,0.538,806909.415
5840,0.000,7.114,4.196,196.068,0.364,545757.382
5841,10.443,9.649,5.586,200.154,0.228,342142.428
5842,8.502,12.145,7.039,202.779,1.138,1706818.981
5843,7.772,12.776,7.328,204.524,1.660,2489773.626
5844,35.151,12.312,6.967,217.726,1.988,2982183.869
5845,29.586,11.064,6.635,226.445,4.837,7255353.884
5846,9.427,12.671,7.908,224.243,6.700,10049550.231
5847,4.812,10.011,6.171,220.350,6.160,9239662.184
5848,1.990,9.036,5.485,216.025,5.248,7871872.128
5849,4.928,6.486,3.862,214.025,4.241,6361670.615
5850,2.991,6.302,3.733,211.633,3.746,5618996.327
5851,0.739,8.034,4.715,208.800,3.164,4746706.794
5852,3.515,6.435,3.705,207.859,2.486,3729039.068
5853,6.350,6.860,3.919,208.406,2.224,3336016.342
5854,6.117,7.839,4.471,208.781,2.289,3433709.028
5855,4.280,7.098,4.029,208.320,2.317,3475034.033
5856,0.000,6.735,3.795,206.160,2.160,3240487.204
5857,8.148,7.687,4.256,207.974,1.630,2445260.087
5858,5.843,6.454,3.581,208.474,1.974,2961634.985
5859,0.000,5.756,3.190,206.444,2.030,3044661.467
5860,0.499,5.924,3.234,205.124,1.529,2292762.725
5861,2.134,8.841,4.759,204.817,1.183,1774931.904
5862,2.874,11.037,5.841,204.916,1.061,1591926.973
5863,4.911,14.013,7.265,205.831,1.029,1542850.870
5864,6.987,13.022,6.606,207.359,1.175,1762755.106
5865,6.291,9.200,4.611,208.307,1.457,2185435.872
5866,2.967,8.580,4.284,207.826,1.611,2416726.149
5867,2.847,11.021,5.433,207.445,1.451,2176396.510
5868,10.518,13.018,6.294,210.009,1.313,1969350.043
5869,0.450,12.847,6.222,208.353,1.823,2734180.556
5870,0.000,15.631,7.330,206.948,1.404,2106258.213
5871,1.887,15.241,6.856,206.554,1.041,1561706.492
5872,4.349,13.802,6.007,207.095,0.900,1350494.072
5873,8.061,12.893,5.508,208.752,0.965,1448061.839
5874,5.627,10.573,4.514,209.305,1.276,1913787.572
5875,3.389,9.313,3.959,209.059,1.344,2015640.071
5876,4.829,8.896,3.743,209.370,1.236,1853461.902
5877,3.305,5.608,2.353,209.175,1.250,1875523.629
5878,0.000,7.180,3.011,208.022,1.154,1730694.256
5879,0.000,12.344,5.079,207.175,0.846,1269413.737
5880,0.000,11.532,4.593,206.569,0.606,909695.459
5881,1.665,11.817,4.565,206.639,0.419,629195.650
5882,10.701,8.826,3.332,209.330,0.381,571957.385
5883,2.233,9.641,3.747,209.070,0.920,1379793.984
5884,5.016,9.649,3.696,209.722,0.809,1213963.752
5885,3.960,9.485,3.629,209.975,0.899,1349133.979
5886,3.290,10.776,4.100,210.026,0.902,1352723.057
5887,25.618,9.118,3.428,216.490,0.860,1289470.458
5888,12.078,13.252,5.494,218.074,2.229,3342952.417
5889,9.322,13.615,5.743,218.544,2.524,3785779.406
5890,8.879,10.066,4.261,218.832,2.574,3861298.777
5891,2.834,10.912,4.669,217.171,2.584,3876739.078
5892,1.099,13.338,5.612,215.357,2.166,3249143.558
5893,6.156,13.974,5.702,215.555,1.714,2571083.713
5894,0.000,13.989,5.656,213.850,1.705,2557103.668
5895,0.568,15.401,6.000,212.742,1.277,1915291.904
5896,0.230,16.173,6.065,211.827,0.980,1470304.485
5897,3.189,15.304,5.504,211.973,0.726,1089348.597
5898,2.227,16.111,5.661,211.862,0.706,1058415.718
5899,5.714,14.555,4.961,212.713,0.629,942908.835
5900,8.745,12.422,4.211,214.202,0.763,1144932.744
5901,3.502,10.858,3.745,214.081,1.038,1557469.285
5902,3.251,12.453,4.258,213.966,0.959,1438988.716
5903,7.905,9.964,3.359,215.109,0.882,1322458.376
5904,3.633,9.278,3.188,214.977,1.081,1620970.249
5905,3.419,6.256,2.141,214.867,0.999,1498930.384
5906,0.000,3.842,1.319,213.944,0.923,1384241.651
5907,0.000,5.963,2.027,213.276,0.668,1001405.305
5908,0.000,8.822,2.952,212.808,0.469,702871.259
5909,0.000,8.779,2.870,212.586,0.313,470092.927
5910,17.630,8.467,2.705,216.200,0.213,318879.272
5911,14.513,10.335,3.588,218.975,1.054,1581341.878
5912,3.476,7.734,2.828,218.329,1.613,2418912.975
5913,2.016,7.632,2.784,217.469,1.418,2127670.805
5914,4.034,8.280,2.992,217.400,1.177,1766175.019
5915,6.635,7.024,2.537,218.112,1.110,1665531.484
5916,0.087,7.344,2.696,216.921,1.215,1822569.306
5917,4.865,5.659,2.039,217.352,0.901,1351954.218
5918,0.000,7.387,2.690,216.407,0.944,1416616.638
5919,0.000,9.879,3.528,215.723,0.685,1027445.489
5920,8.382,8.412,2.927,217.456,0.483,723969.508
5921,0.104,10.378,3.699,216.672,0.812,1218740.945
5922,14.056,11.770,4.084,219.790,0.588,882632.044
5923,17.853,13.911,5.054,223.497,1.223,1834249.850
5924,6.869,7.948,3.050,223.515,1.987,2980724.872
5925,2.190,6.104,2.371,222.223,1.940,2909596.355
5926,3.650,7.117,2.750,221.691,1.604,2406130.197
5927,1.671,6.911,2.667,220.746,1.436,2153827.556
5928,0.000,7.812,2.984,219.569,1.177,1765041.735
5929,3.322,7.780,2.912,219.648,0.867,1299988.740
5930,5.084,6.993,2.607,220.257,0.833,1249357.127
5931,13.155,10.417,3.912,223.098,0.916,1373610.007
5932,4.055,11.875,4.629,222.811,1.490,2234699.909
5933,11.428,7.387,2.845,224.784,1.376,2063456.201
5934,1.426,5.862,2.338,223.458,1.759,2638124.060
5935,0.000,4.349,1.719,222.042,1.416,2124304.376
5936,0.000,4.672,1.826,220.988,1.054,1580749.198
5937,6.323,6.618,2.555,222.074,0.771,1156852.368
5938,8.325,8.939,3.496,223.591,0.959,1439088.766
5939,9.305,6.716,2.667,225.161,1.243,1863905.711
5940,2.115,7.515,3.060,224.279,1.537,2305984.156
5941,0.000,5.866,2.364,222.986,1.293,1939099.552
5942,0.000,2.859,1.134,222.028,0.958,1436745.543
5943,0.000,3.319,1.307,221.332,0.697,1044985.169
5944,0.000,3.042,1.188,220.839,0.493,739487.753
5945,4.806,2.512,0.973,221.921,0.334,501275.369
5946,9.351,3.966,1.561,224.200,0.522,782930.548
5947,0.000,4.532,1.843,223.227,0.973,1459632.860
5948,2.247,3.483,1.400,223.205,0.709,1063214.902
5949,0.296,2.336,0.940,222.642,0.654,980853.819
5950,0.000,1.966,0.787,222.162,0.480,719863.152
5951,0.000,3.705,1.476,221.924,0.324,486420.200
5952,3.636,6.240,2.461,222.343,0.222,332885.900
5953,3.978,5.569,2.198,223.175,0.363,544201.188
5954,0.864,3.050,1.208,222.940,0.496,743660.709
5955,0.505,9.294,3.668,222.698,0.394,591129.063
5956,0.000,13.361,5.158,222.475,0.291,436313.739
5957,0.000,11.911,4.438,222.253,0.222,333712.723
5958,0.926,12.656,4.569,222.030,0.222,333379.011
5959,0.000,7.301,2.562,221.808,0.222,333045.632
5960,2.369,4.633,1.595,221.756,0.222,332712.586
5961,1.737,2.149,0.741,221.672,0.259,388384.453
5962,2.283,3.272,1.132,221.708,0.252,377618.252
5963,2.558,1.969,0.684,221.913,0.278,417110.079
5964,3.501,0.000,0.000,222.506,0.315,472890.830
5965,0.000,0.000,0.000,222.105,0.401,601556.702
5966,0.000,0.000,0.000,221.883,0.263,394214.780
5967,0.000,0.000,0.000,221.662,0.222,332825.151
5968,0.000,0.000,0.000,221.440,0.222,332492.326
5969,0.000,0.000,0.000,221.218,0.221,332159.834
5970,0.000,0.000,0.000,220.997,0.221,331827.674
5971,0.000,0.000,0.000,220.776,0.221,331495.846
5972,0.000,0.019,0.007,221.093,0.221,331164.351
5973,0.000,0.000,0.000,221.167,0.339,508184.095
5974,5.745,0.000,0.000,223.325,0.305,457311.851
5975,0.000,0.000,0.000,222.833,0.744,1116229.677
5976,0.000,0.000,0.000,222.248,0.586,878936.209
5977,0.000,0.000,0.000,221.841,0.407,610401.361
5978,0.000,0.000,0.000,221.619,0.267,401019.348
5979,0.000,2.020,0.779,222.836,0.222,332428.458
5980,0.000,2.492,0.985,222.298,0.538,806981.074
5981,0.000,0.905,0.355,221.929,0.370,554349.268
5982,0.000,0.585,0.229,221.707,0.238,357371.556
5983,0.000,0.000,0.000,221.485,0.222,332560.487
5984,7.213,0.468,0.183,224.349,0.221,332227.926
5985,3.590,0.000,0.000,225.258,0.900,1350138.609
5986,0.000,0.012,0.005,224.277,1.050,1574956.000
5987,1.415,2.005,0.848,223.949,0.784,1176001.683
5988,0.000,3.494,1.480,223.287,0.662,992707.110
5989,0.271,4.805,2.016,222.907,0.466,699396.898
5990,0.000,1.646,0.683,222.633,0.333,499307.815
5991,0.000,2.383,0.984,222.410,0.223,333949.184
5992,2.494,1.564,0.642,222.517,0.222,333615.235
5993,5.160,3.397,1.404,223.725,0.295,441972.026
5994,1.487,2.009,0.841,223.662,0.537,805462.219
5995,0.000,2.289,0.960,223.189,0.473,709897.112
5996,0.000,5.047,2.103,222.966,0.319,478993.431
5997,0.000,3.650,1.501,222.743,0.223,334449.526
5998,0.000,0.909,0.370,222.521,0.223,334115.077
5999,0.000,0.000,0.000,222.298,0.223,333780.962
6000,0.000,0.000,0.000,222.076,0.222,333447.181
6001,0.000,0.000,0.000,221.854,0.222,333113.733
6002,0.000,0.000,0.000,221.632,0.222,332780.620
6003,0.000,0.000,0.000,221.410,0.222,332447.839
6004,0.000,0.000,0.000,221.189,0.221,332115.391
6005,0.000,0.000,0.000,220.968,0.221,331783.276
6006,0.000,0.000,0.000,220.747,0.221,331451.493
6007,2.291,0.632,0.257,222.026,0.221,331120.041
6008,0.000,0.086,0.036,221.475,0.550,825721.225
6009,0.000,0.000,0.000,221.096,0.379,568680.329
6010,0.000,0.000,0.000,220.875,0.246,368263.813
6011,0.000,0.000,0.000,220.654,0.221,331312.735
6012,0.000,0.000,0.000,220.434,0.221,330981.422
6013,0.000,0.000,0.000,220.213,0.220,330650.441
6014,0.000,0.000,0.000,219.993,0.220,330319.790
6015,0.000,0.000,0.000,219.773,0.220,329989.470
6016,0.000,0.000,0.000,219.553,0.220,329659.481
6017,3.359,0.573,0.239,221.507,0.220,329329.821
6018,0.000,0.000,0.000,220.810,0.697,1046209.782
6019,0.000,0.000,0.000,220.316,0.494,740269.737
6020,0.000,0.000,0.000,220.025,0.334,501712.277
6021,0.000,0.000,0.000,219.805,0.220,330037.453
6022,0.000,0.000,0.000,219.585,0.220,329707.415
6023,0.000,0.000,0.000,219.366,0.220,329377.708
6024,0.000,0.000,0.000,219.146,0.219,329048.330
6025,0.000,0.000,0.000,218.927,0.219,328719.282
6026,0.000,0.000,0.000,218.708,0.219,328390.562
6027,0.000,0.000,0.000,218.489,0.219,328062.172
6028,0.000,0.000,0.000,218.271,0.218,327734.110
6029,0.000,0.000,0.000,218.053,0.218,327406.375
6030,0.000,0.000,0.000,217.835,0.218,327078.969
6031,0.000,0.000,0.000,217.617,0.218,326751.890
6032,0.000,0.000,0.000,217.399,0.218,326425.138
6033,0.000,0.000,0.000,217.182,0.217,326098.713
6034,0.000,0.000,0.000,216.965,0.217,325772.614
6035,0.000,0.000,0.000,216.748,0.217,325446.842
6036,0.000,0.000,0.000,216.531,0.217,325121.395
6037,0.000,0.000,0.000,216.314,0.217,324796.274
6038,0.000,0.000,0.000,216.098,0.216,324471.477
6039,0.000,0.000,0.000,215.882,0.216,324147.006
6040,0.000,0.000,0.000,215.666,0.216,323822.859
6041,0.000,0.000,0.000,215.450,0.216,323499.036
6042,0.000,0.000,0.000,215.235,0.215,323175.537
6043,0.000,0.000,0.000,215.020,0.215,322852.361
6044,10.734,0.000,0.000,218.418,0.215,322529.509
6045,0.000,0.000,0.000,217.408,1.010,1514620.613
6046,0.000,0.000,0.000,216.672,0.736,1104142.407
6047,0.000,0.000,0.000,216.149,0.523,784046.667
6048,0.000,0.000,0.000,215.793,0.356,534449.175
6049,0.000,0.000,0.000,215.577,0.227,339840.238
6050,0.000,0.000,0.000,215.362,0.216,323366.167
6051,0.000,0.000,0.000,215.147,0.215,323042.800
6052,0.000,0.000,0.000,214.931,0.215,322719.758
6053,0.000,0.000,0.000,214.716,0.215,322397.038
6054,0.000,0.000,0.000,214.502,0.215,322074.641
6055,0.000,0.000,0.000,214.287,0.215,321752.566
6056,0.000,0.000,0.000,214.073,0.214,321430.814
6057,0.000,0.000,0.000,213.859,0.214,321109.383
6058,0.000,0.000,0.000,213.645,0.214,320788.273
6059,0.000,0.000,0.000,213.431,0.214,320467.485
6060,0.000,0.000,0.000,213.218,0.213,320147.018
6061,0.000,0.000,0.000,213.005,0.213,319826.871
6062,0.000,0.000,0.000,212.792,0.213,319507.044
6063,0.000,0.000,0.000,212.579,0.213,319187.537
6064,0.000,0.000,0.000,212.366,0.213,318868.349
6065,0.000,0.000,0.000,212.154,0.212,318549.481
6066,0.000,0.000,0.000,211.942,0.212,318230.931
6067,0.000,0.000,0.000,211.730,0.212,317912.700
6068,0.000,0.000,0.000,211.518,0.212,317594.788
6069,0.000,0.000,0.000,211.307,0.212,317277.193
6070,0.000,0.000,0.000,211.095,0.211,316959.916
6071,0.000,0.000,0.000,210.884,0.211,316642.956
6072,0.000,0.000,0.000,210.673,0.211,316326.313
6073,0.000,0.000,0.000,210.463,0.211,316009.987
6074,0.000,0.000,0.000,210.252,0.210,315693.977
6075,0.000,0.000,0.000,210.042,0.210,315378.283
6076,0.000,0.000,0.000,209.832,0.210,315062.904
6077,0.000,0.000,0.000,209.622,0.210,314747.841
6078,0.000,0.000,0.000,209.412,0.210,314433.094
6079,0.000,0.000,0.000,209.203,0.209,314118.660
6080,0.000,0.000,0.000,208.994,0.209,313804.542
6081,0.000,0.000,0.000,208.785,0.209,313490.737
6082,0.000,0.000,0.000,208.576,0.209,313177.247
6083,0.000,0.000,0.000,208.367,0.209,312864.069
6084,0.000,0.000,0.000,208.159,0.208,312551.205
6085,0.000,0.000,0.000,207.951,0.208,312238.654
6086,0.000,0.000,0.000,207.743,0.208,311926.415
6087,0.000,0.000,0.000,207.535,0.208,311614.489
6088,0.000,0.000,0.000,207.328,0.208,311302.874
6089,0.000,0.000,0.000,207.120,0.207,310991.572
6090,0.000,0.000,0.000,206.913,0.207,310680.580
6091,0.000,0.000,0.000,206.706,0.207,310369.899
6092,0.000,0.000,0.000,206.500,0.207,310059.529
6093,0.000,0.000,0.000,206.293,0.206,309749.470
6094,0.000,0.000,0.000,206.087,0.206,309439.721
6095,0.000,0.000,0.000,205.881,0.206,309130.281
6096,0.000,0.000,0.000,205.675,0.206,308821.150
6097,0.000,0.000,0.000,205.469,0.206,308512.329
6098,0.000,0.000,0.000,205.264,0.205,308203.817
